gender,senior,partner,deps,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,labels,tenure_map
0,1,1,0,60,1,1,1,1,1,1,1,1,1,2,1,0,116.05,0,4.0
1,0,0,0,11,1,0,2,0,0,0,0,0,0,2,0,1,19.55,0,0.0
0,0,0,0,47,1,1,1,0,1,1,0,1,1,0,1,2,106.4,1,3.0
1,0,0,0,18,1,0,0,1,0,0,0,0,0,0,0,2,49.4,1,1.0
0,0,1,1,60,1,1,1,1,1,1,1,1,1,2,0,1,115.25,0,4.0
1,0,1,0,72,1,1,2,0,0,0,0,0,0,2,0,1,24.8,0,5.0
1,0,0,0,39,1,0,2,0,0,0,0,0,0,1,0,3,19.9,0,3.0
0,0,1,0,59,1,0,1,1,0,1,0,0,0,1,1,1,81.25,0,4.0
1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,3,69.95,0,0.0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.1,1,0.0
1,0,1,1,20,1,0,1,0,0,0,0,1,1,0,1,2,90.2,1,1.0
0,0,0,0,6,1,1,1,0,0,0,0,1,1,0,1,0,93.55,1,0.0
1,0,0,0,71,1,1,1,0,0,1,1,0,0,2,1,1,86.4,0,5.0
0,0,1,0,24,1,1,0,1,1,1,0,0,0,0,0,3,66.3,0,1.0
1,1,1,0,67,1,1,1,0,0,0,0,1,1,0,1,1,94.65,0,5.0
1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,3,80.85,1,0.0
0,0,1,1,48,1,1,1,0,0,0,0,0,1,1,1,3,82.05,1,3.0
0,0,1,0,37,1,1,0,0,1,0,1,0,1,1,0,3,72.1,0,3.0
1,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,3,34.7,0,0.0
1,0,1,0,3,1,0,2,0,0,0,0,0,0,0,1,1,20.55,1,0.0
0,0,1,0,18,1,0,1,0,0,1,0,1,1,0,1,1,95.95,0,1.0
1,0,1,1,50,1,0,0,0,0,0,0,0,0,1,1,0,44.8,0,4.0
0,0,1,1,67,1,1,1,1,0,1,1,1,1,1,1,2,109.4,0,5.0
0,0,1,0,25,1,0,0,1,1,0,1,0,1,0,1,3,71.05,0,2.0
0,1,0,0,2,1,1,1,0,0,1,0,0,0,0,1,2,78.55,1,0.0
1,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,1,19.7,0,0.0
0,0,0,1,10,0,0,0,1,1,0,1,0,0,1,0,3,40.25,0,0.0
0,0,1,0,70,1,0,2,0,0,0,0,0,0,2,0,1,19.85,0,5.0
1,0,0,0,9,1,0,0,1,0,1,1,0,1,0,1,0,68.25,0,0.0
0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,1,20.15,0,0.0
0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,50.95,0,0.0
0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,2,78.65,1,0.0
1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,25.15,0,1.0
1,0,1,1,7,1,0,2,0,0,0,0,0,0,0,1,0,20.25,0,0.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,42.9,1,0.0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,0,0.0
0,0,1,1,9,1,0,2,0,0,0,0,0,0,1,0,3,20.25,0,0.0
0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,3,34.25,1,0.0
0,0,0,0,9,0,0,0,1,0,1,1,1,1,0,0,3,58.5,1,0.0
0,0,0,0,5,1,0,0,1,0,1,0,0,0,0,0,1,55.8,0,0.0
0,0,1,1,56,1,0,1,0,0,0,0,1,1,1,0,0,88.9,0,4.0
0,0,0,1,18,1,1,0,1,0,0,0,0,0,0,0,3,57.65,0,1.0
1,1,0,0,49,1,1,1,0,0,0,0,1,1,0,1,2,96.2,1,4.0
1,0,1,0,70,1,1,0,1,1,1,1,1,0,2,0,3,79.15,0,5.0
0,0,0,0,72,1,1,1,0,1,1,1,1,1,2,1,1,108.05,0,5.0
0,1,0,0,6,1,0,1,0,0,1,0,0,0,0,0,2,74.4,1,0.0
1,1,1,0,17,1,1,1,0,0,0,0,1,1,0,1,2,94.8,0,1.0
1,0,1,0,29,0,0,0,0,0,0,0,1,1,0,1,2,45.9,0,2.0
0,0,1,0,6,1,1,1,0,1,1,0,1,1,0,1,2,105.3,1,0.0
1,0,1,0,63,1,1,1,0,0,1,0,1,1,2,0,2,102.6,0,5.0
1,0,1,0,16,1,1,1,0,0,0,0,0,0,0,1,0,73.85,1,1.0
1,0,0,0,59,1,0,0,0,0,1,0,0,1,1,1,0,61.35,0,4.0
0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,2,57.55,0,0.0
0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,3,29.25,0,0.0
0,1,1,0,7,1,1,1,0,0,0,0,0,1,0,1,2,84.55,1,0.0
0,0,0,0,68,1,0,2,0,0,0,0,0,0,2,0,1,19.6,0,5.0
0,0,1,1,68,1,1,1,1,0,1,1,1,1,2,0,1,111.75,0,5.0
0,1,1,0,52,1,1,1,0,1,1,0,1,1,1,1,2,106.5,0,4.0
1,0,1,1,72,1,1,1,1,1,0,1,1,1,2,1,1,107.7,0,5.0
0,0,1,0,32,1,0,2,0,0,0,0,0,0,1,0,3,19.3,0,2.0
0,0,1,0,72,1,0,2,0,0,0,0,0,0,2,0,0,20.05,0,5.0
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,69.95,0,0.0
1,0,1,1,42,1,0,0,1,0,0,1,0,1,1,0,1,63.7,0,3.0
0,0,0,0,25,1,1,2,0,0,0,0,0,0,2,0,1,24.75,1,2.0
1,0,0,0,45,1,0,0,1,0,0,0,0,0,0,1,0,50.9,0,3.0
0,0,1,1,43,0,0,0,1,0,1,1,1,1,1,1,1,60.4,0,3.0
1,0,1,0,37,1,1,0,1,0,1,0,1,1,1,0,3,79.25,0,3.0
0,1,0,0,20,1,1,1,0,0,0,0,0,1,0,1,1,85.8,1,1.0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,24.45,1,0.0
1,0,1,0,63,1,0,1,1,1,1,1,1,1,2,1,1,110.1,0,5.0
1,0,0,0,3,1,0,1,0,0,0,0,1,1,0,0,3,90.7,0,0.0
1,0,1,1,66,1,1,2,0,0,0,0,0,0,2,1,1,25.3,0,5.0
1,0,0,0,28,1,1,1,0,1,1,0,1,1,0,1,2,105.7,1,2.0
0,1,0,0,8,1,1,1,0,0,0,0,0,1,0,0,2,85.2,0,0.0
1,0,0,1,71,1,1,2,0,0,0,0,0,0,2,0,3,24.35,0,5.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,24.25,1,0.0
0,0,1,1,72,1,1,2,0,0,0,0,0,0,2,0,0,25.1,0,5.0
1,1,1,0,16,1,0,0,1,1,0,0,0,0,0,1,0,54.55,0,1.0
1,0,1,0,66,1,1,1,1,1,1,1,0,0,2,0,3,96.6,0,5.0
0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,1,2,76.5,1,0.0
1,0,0,0,51,1,1,0,1,1,1,1,1,0,1,1,1,81.15,0,4.0
0,0,0,1,8,0,0,0,1,0,0,0,0,1,0,1,2,38.5,0,0.0
1,0,0,0,14,1,0,1,0,0,0,0,1,1,0,1,2,92.9,0,1.0
0,0,0,0,4,1,1,1,0,1,0,1,0,1,0,1,2,93.5,1,0.0
0,0,0,0,70,1,1,0,1,1,1,0,1,1,2,0,3,84.7,0,5.0
0,0,0,1,70,1,1,0,1,1,0,1,0,0,2,0,2,66.0,0,5.0
0,1,1,0,54,1,1,1,0,1,0,0,1,1,1,1,1,101.5,1,4.0
1,0,0,1,28,1,0,1,1,0,0,0,0,0,0,1,0,74.9,1,2.0
1,0,0,0,24,1,0,2,0,0,0,0,0,0,2,0,3,20.75,0,1.0
0,0,1,0,69,1,0,0,0,1,0,0,0,1,2,1,1,61.45,0,5.0
1,0,1,1,42,1,0,0,1,1,0,0,0,0,0,0,3,54.5,0,3.0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.6,1,0.0
0,1,0,0,39,1,1,1,0,0,1,0,1,1,0,1,2,99.75,0,3.0
1,0,1,1,45,1,1,1,0,1,1,1,1,1,2,1,0,109.75,0,3.0
1,0,1,1,72,1,1,0,1,1,1,1,1,0,2,1,0,80.85,0,5.0
0,0,0,0,38,1,0,2,0,0,0,0,0,0,2,0,3,20.3,0,3.0
1,0,1,0,72,1,1,0,1,1,1,1,0,0,2,1,0,67.8,0,5.0
1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,3,24.05,1,0.0
1,0,1,1,72,1,0,2,0,0,0,0,0,0,2,1,1,19.8,0,5.0
1,0,1,0,55,1,1,2,0,0,0,0,0,0,2,0,0,25.7,0,4.0
0,0,1,1,51,0,0,0,0,0,1,1,1,1,1,1,2,56.15,0,4.0
1,0,0,0,63,1,0,0,1,1,1,1,1,1,2,1,0,86.7,0,5.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.4,0,0.0
0,0,1,1,23,1,0,2,0,0,0,0,0,0,2,1,3,19.65,0,1.0
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,50.55,1,0.0
0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,1,3,54.35,0,0.0
0,1,0,0,52,1,1,1,1,1,1,0,1,1,0,0,1,108.1,0,4.0
0,0,0,0,36,1,1,0,1,0,0,0,0,0,1,0,3,54.45,0,2.0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.35,0,0.0
0,0,0,0,28,1,1,0,1,0,1,0,0,0,1,0,3,59.0,0,2.0
0,0,1,1,7,1,0,0,1,1,1,0,1,0,1,0,2,69.45,0,0.0
1,0,0,0,14,1,1,1,0,1,0,0,1,1,0,1,2,100.55,1,1.0
1,1,1,0,72,0,0,0,1,1,1,1,1,1,2,1,1,64.95,0,5.0
0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,3,20.5,1,0.0
0,0,0,0,10,1,0,2,0,0,0,0,0,0,0,0,3,18.85,0,0.0
1,0,0,0,42,1,0,2,0,0,0,0,0,0,1,0,0,19.8,0,3.0
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,25.05,0,0.0
1,0,0,0,4,1,0,1,0,0,1,0,0,0,0,1,0,74.8,1,0.0
1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,1,114.3,0,5.0
0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,1,2,24.45,1,1.0
1,0,0,0,63,1,0,1,1,1,1,1,1,1,2,0,1,109.2,0,5.0
0,0,0,0,56,0,0,0,1,1,1,1,0,0,2,0,0,45.05,0,4.0
0,0,0,1,5,1,0,0,0,0,0,1,0,0,0,1,3,51.0,0,0.0
0,0,1,0,72,1,1,1,0,1,1,1,1,1,2,1,0,110.45,0,5.0
1,1,1,1,68,1,1,1,0,1,1,0,0,0,0,1,2,84.65,0,5.0
1,0,1,1,67,1,0,0,1,1,0,1,0,0,1,0,3,60.05,0,5.0
1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,44.65,0,0.0
1,0,1,1,52,1,1,1,0,1,0,1,0,1,0,1,0,93.25,0,4.0
0,0,1,1,18,1,0,2,0,0,0,0,0,0,0,1,3,20.25,0,1.0
0,0,1,1,59,1,1,2,0,0,0,0,0,0,2,0,3,25.45,0,4.0
0,0,0,0,60,1,0,2,0,0,0,0,0,0,2,0,3,20.6,0,4.0
1,0,0,0,7,1,1,1,0,0,0,0,1,1,0,1,2,94.1,0,0.0
1,0,1,1,59,0,0,0,1,0,1,0,0,0,1,0,3,34.8,0,4.0
1,0,0,0,46,0,0,0,1,0,1,1,1,1,2,1,0,60.75,0,3.0
1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,1,2,51.35,0,0.0
1,1,1,0,59,0,0,0,1,0,1,1,1,1,2,1,1,64.05,0,4.0
0,0,1,0,70,1,1,0,0,1,1,1,1,1,2,1,0,84.8,0,5.0
0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,1,71.0,1,1.0
0,0,0,0,44,1,1,0,0,0,0,0,0,0,0,1,3,50.15,0,3.0
0,0,1,0,64,1,1,1,1,0,1,0,1,0,2,1,1,94.6,0,5.0
0,0,1,1,58,0,0,0,1,0,1,1,1,1,2,0,3,59.75,0,4.0
0,1,1,0,46,1,1,1,0,0,0,1,1,1,1,0,2,100.25,0,3.0
1,1,1,0,58,1,1,1,0,1,0,0,1,1,0,1,2,98.9,0,4.0
0,0,1,0,72,1,1,1,0,1,0,0,1,1,2,1,1,97.7,0,5.0
0,1,0,0,30,0,0,0,0,0,1,0,1,0,0,1,2,40.3,1,2.0
1,1,0,0,11,1,1,0,1,1,0,0,0,0,0,0,0,60.25,0,0.0
0,1,0,0,34,0,0,0,0,1,1,0,1,1,0,1,2,56.25,0,2.0
1,0,0,0,54,0,0,0,1,1,0,0,0,1,2,0,0,46.2,0,4.0
0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,1,2,50.6,1,0.0
0,0,1,1,72,1,1,2,0,0,0,0,0,0,2,0,3,24.9,0,5.0
0,0,1,1,40,1,1,1,0,0,1,1,0,0,0,1,2,84.85,1,3.0
0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,3,65.7,1,0.0
1,0,1,1,54,1,1,0,0,0,1,0,0,1,2,0,1,63.35,0,4.0
0,0,0,0,14,1,0,0,1,0,0,0,0,0,0,0,0,50.1,0,1.0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.5,1,0.0
0,0,0,0,10,1,1,1,0,1,1,0,0,1,0,1,2,94.85,1,0.0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,50.15,0,0.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,19.75,1,0.0
1,0,0,0,56,1,1,0,1,1,0,1,0,0,1,1,0,64.65,0,4.0
0,0,1,0,68,1,0,0,1,1,0,1,1,1,2,1,0,79.6,0,5.0
0,0,1,1,14,1,0,2,0,0,0,0,0,0,1,1,3,19.5,0,1.0
1,0,1,1,68,1,0,1,1,0,0,1,1,1,2,1,2,99.55,0,5.0
1,1,1,0,55,1,1,1,0,0,0,0,0,0,0,1,2,74.0,0,4.0
0,0,0,0,16,0,0,0,1,0,0,0,1,0,0,1,2,38.9,0,1.0
1,1,0,0,9,1,0,1,0,0,0,0,0,1,0,1,2,79.55,0,0.0
1,0,1,1,14,1,0,0,1,1,0,0,1,0,0,1,2,65.45,1,1.0
1,1,1,0,58,1,1,1,0,0,1,0,1,1,0,1,2,98.7,1,4.0
1,0,0,0,53,0,0,0,1,1,0,0,0,1,0,1,0,46.3,0,4.0
1,0,1,0,70,1,1,1,1,1,1,0,1,0,2,1,1,99.35,0,5.0
0,1,1,1,14,1,1,1,0,0,0,0,1,1,0,1,2,95.8,0,1.0
1,0,1,1,22,1,0,0,1,0,1,1,1,0,1,1,0,67.5,1,1.0
0,0,1,0,10,1,1,1,1,0,0,0,0,0,0,1,1,78.15,0,0.0
0,0,1,1,29,1,1,2,0,0,0,0,0,0,2,0,3,26.1,0,2.0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,1,0.0
1,0,1,0,49,1,1,0,1,0,1,1,1,1,1,0,2,84.35,1,4.0
0,1,1,0,68,1,1,1,0,1,0,0,1,1,0,1,2,100.2,1,5.0
0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,78.05,1,0.0
0,0,0,0,30,0,0,0,0,0,0,1,0,1,1,1,1,40.35,0,2.0
0,0,1,0,72,1,1,0,1,1,1,1,1,0,2,0,1,79.2,0,5.0
0,0,0,0,10,1,0,2,0,0,0,0,0,0,0,1,3,20.9,0,0.0
1,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,2,73.6,1,0.0
0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,1,2,74.75,1,0.0
0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,49.9,0,0.0
0,0,0,0,20,1,1,0,0,1,0,1,0,1,0,1,1,68.9,0,1.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,20.25,0,0.0
0,0,0,0,29,1,1,1,0,0,0,0,0,0,0,1,1,76.0,0,2.0
1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,74.0,0,0.0
1,0,0,0,3,1,0,1,1,0,0,1,0,0,0,1,3,82.3,0,0.0
0,0,0,0,20,1,0,1,1,0,1,0,1,0,0,1,0,89.4,0,1.0
1,0,0,1,64,1,0,1,0,1,0,1,1,1,0,1,1,99.15,0,5.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,20.2,1,0.0
0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,29.45,0,0.0
1,0,1,0,50,1,0,2,0,0,0,0,0,0,2,0,2,19.8,0,4.0
1,0,0,0,6,1,0,0,1,0,0,0,0,1,0,1,0,59.15,0,0.0
1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,2,44.75,0,0.0
1,0,1,1,72,1,1,1,0,0,1,0,0,1,2,1,1,90.8,0,5.0
1,0,1,0,8,1,0,0,0,1,0,0,0,0,0,1,0,49.55,0,0.0
0,0,1,1,67,1,1,1,1,0,0,1,1,1,2,0,1,106.7,0,5.0
0,1,1,0,24,1,1,1,0,0,0,0,1,1,0,1,2,93.55,1,1.0
0,0,1,0,72,1,1,1,1,1,0,0,0,1,2,1,1,94.45,0,5.0
1,0,1,1,33,1,0,2,0,0,0,0,0,0,1,1,0,19.45,0,2.0
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,25.05,1,0.0
1,0,1,0,70,1,0,0,1,1,0,1,0,1,2,0,3,67.95,0,5.0
0,0,0,0,22,1,0,0,0,1,1,0,1,0,1,0,0,65.25,0,1.0
0,0,0,0,59,1,1,1,1,1,1,0,0,1,0,1,0,99.45,0,4.0
1,0,0,0,36,1,0,2,0,0,0,0,0,0,1,1,1,20.35,0,2.0
0,0,1,1,51,1,0,2,0,0,0,0,0,0,2,0,3,19.95,0,4.0
1,0,1,0,53,1,1,0,1,0,1,1,1,0,1,0,0,77.4,0,4.0
0,0,1,1,20,1,0,2,0,0,0,0,0,0,1,0,0,19.7,0,1.0
1,0,1,0,63,1,0,1,1,0,1,0,1,1,2,0,1,99.7,0,5.0
0,0,0,0,40,1,0,1,0,1,0,0,0,0,0,0,1,74.8,0,3.0
1,0,0,0,35,1,0,2,0,0,0,0,0,0,1,1,3,19.15,0,2.0
1,0,1,1,26,1,0,1,0,0,0,0,0,1,1,0,0,78.95,0,2.0
1,1,1,0,27,1,1,1,0,1,1,0,0,1,0,1,2,95.55,1,2.0
1,0,0,1,53,1,0,0,1,1,0,1,0,0,1,0,1,62.85,0,4.0
1,1,1,0,34,1,0,1,0,0,0,0,0,0,0,0,1,71.55,0,2.0
0,1,1,0,19,1,1,1,0,0,0,0,1,1,0,1,2,94.95,0,1.0
1,0,1,0,43,1,0,1,1,1,1,0,0,0,0,1,1,86.1,0,3.0
1,0,1,1,6,1,0,2,0,0,0,0,0,0,0,0,3,19.55,0,0.0
1,0,0,1,56,1,1,2,0,0,0,0,0,0,2,1,3,24.8,0,4.0
1,0,0,0,57,0,0,0,0,1,0,0,1,0,0,1,2,39.3,1,4.0
1,0,1,1,34,1,0,1,0,0,1,0,1,0,0,1,3,84.05,0,2.0
0,0,0,0,10,0,0,0,0,1,0,1,0,0,0,0,2,36.25,0,0.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,20.25,1,0.0
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,2,23.9,1,1.0
1,0,0,0,56,1,1,1,0,1,0,0,1,1,0,0,2,98.6,0,4.0
0,0,1,0,55,1,1,1,0,1,1,0,1,1,0,1,1,103.65,0,4.0
0,0,1,1,36,1,1,0,1,1,1,1,1,1,2,1,1,92.9,0,2.0
1,0,1,0,47,1,0,2,0,0,0,0,0,0,1,0,0,19.9,0,3.0
0,0,1,1,12,1,0,2,0,0,0,0,0,0,0,1,1,20.1,0,0.0
0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,2,85.45,1,0.0
1,1,0,0,24,1,1,1,0,1,0,0,0,0,0,1,2,80.5,0,1.0
0,0,0,0,63,1,1,1,0,1,0,0,1,1,1,0,0,99.9,1,5.0
0,1,0,0,35,0,0,0,0,0,1,0,1,0,0,1,2,39.85,0,2.0
0,0,0,0,67,1,0,0,1,1,0,1,0,0,1,0,1,60.5,0,5.0
1,0,0,0,25,1,1,1,0,0,0,0,0,1,0,1,2,84.8,1,2.0
1,0,0,0,21,1,1,1,1,0,1,0,1,1,0,0,3,103.85,0,1.0
0,0,0,0,13,1,0,0,1,1,0,1,0,1,0,0,0,67.8,0,1.0
1,0,1,0,35,1,1,1,0,0,0,0,0,0,0,1,2,75.2,1,2.0
1,1,1,0,71,1,1,2,0,0,0,0,0,0,2,0,0,24.85,0,5.0
0,0,0,0,29,1,0,2,0,0,0,0,0,0,0,0,1,19.35,0,2.0
1,0,1,0,71,0,0,0,0,1,0,0,1,1,2,0,2,49.35,1,5.0
1,1,1,0,7,1,0,1,0,0,0,0,1,1,0,1,2,89.0,0,0.0
0,1,0,0,57,0,0,0,0,1,1,0,1,1,0,1,2,55.0,0,4.0
1,0,1,0,65,1,1,0,1,0,1,1,0,1,2,0,0,76.15,0,5.0
1,0,0,0,27,1,0,2,0,0,0,0,0,0,1,0,3,20.3,0,2.0
1,0,0,0,6,1,1,1,0,0,0,0,0,0,0,1,2,74.9,1,0.0
0,1,0,0,72,1,1,1,1,1,1,1,1,1,2,1,1,117.35,0,5.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,19.75,0,0.0
1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,45.2,0,0.0
1,0,1,1,39,1,1,2,0,0,0,0,0,0,2,0,3,25.2,0,3.0
0,1,0,0,59,1,1,1,1,1,1,0,0,0,0,1,2,89.75,0,4.0
1,0,0,0,26,1,0,0,1,0,0,1,1,1,1,0,0,75.0,0,2.0
1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,3,49.95,0,0.0
0,0,1,1,72,0,0,0,1,1,1,1,1,1,2,0,0,65.7,0,5.0
1,0,1,0,65,1,1,0,1,1,1,0,0,0,1,0,1,67.05,0,5.0
1,0,1,1,72,1,1,1,0,1,1,1,1,1,2,0,1,110.9,0,5.0
1,0,0,0,6,1,1,1,0,0,0,1,0,1,0,1,0,87.95,0,0.0
1,1,0,0,32,1,0,2,0,0,0,0,0,0,1,0,1,19.8,0,2.0
0,0,1,0,50,1,1,0,0,0,1,0,1,1,1,0,0,75.7,0,4.0
1,0,1,0,61,0,0,0,1,0,1,1,1,1,2,1,3,62.15,0,5.0
0,0,0,0,15,1,0,1,0,1,1,0,1,1,0,1,2,101.25,1,1.0
1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,0,0,115.15,0,5.0
1,0,0,0,9,1,0,2,0,0,0,0,0,0,0,1,3,18.95,1,0.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,19.5,0,0.0
0,0,0,0,12,1,1,1,0,0,0,0,0,1,0,1,2,86.55,0,0.0
0,0,0,0,37,0,0,0,0,0,0,1,0,0,0,0,1,28.6,1,3.0
1,0,1,1,61,1,0,2,0,0,0,0,0,0,1,0,3,20.4,0,5.0
1,0,1,1,18,1,0,2,0,0,0,0,0,0,1,0,0,19.8,0,1.0
1,0,0,1,21,1,0,0,0,0,0,0,0,0,0,0,3,45.65,0,1.0
1,0,1,1,68,0,0,0,1,1,1,1,0,1,2,1,3,56.4,0,5.0
1,1,0,0,12,1,1,1,0,0,0,0,0,0,0,1,1,73.3,0,0.0
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,24.35,1,0.0
0,0,1,0,62,1,1,1,0,0,1,0,1,1,0,1,2,101.35,0,5.0
0,1,0,0,29,1,1,1,0,0,0,1,1,1,0,0,2,98.65,1,2.0
1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3,33.6,0,0.0
1,1,1,0,5,1,1,1,0,0,1,0,0,0,0,1,0,79.9,1,0.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,20.7,0,0.0
1,0,0,1,62,1,1,1,0,0,1,1,1,1,2,1,2,104.05,0,5.0
0,0,1,1,36,1,0,2,0,0,0,0,0,0,2,0,0,20.25,0,2.0
0,1,0,0,28,1,1,1,0,0,1,1,1,1,0,1,2,103.3,1,2.0
0,0,1,1,69,1,1,0,1,1,0,1,1,0,1,0,1,73.7,0,5.0
0,0,1,0,11,1,1,1,1,0,0,1,1,0,0,1,1,96.2,1,0.0
0,0,1,0,63,1,1,1,0,1,1,1,1,1,0,1,2,108.75,0,5.0
1,0,0,0,23,1,0,2,0,0,0,0,0,0,1,0,0,20.15,0,1.0
1,0,0,0,10,1,0,2,0,0,0,0,0,0,0,0,1,19.75,0,0.0
0,0,1,0,71,1,1,2,0,0,0,0,0,0,2,1,1,25.95,0,5.0
0,1,0,0,45,1,1,0,1,0,0,1,0,1,0,1,2,70.05,0,3.0
0,0,1,1,70,1,1,2,0,0,0,0,0,0,2,0,3,24.05,0,5.0
0,0,0,1,22,1,1,1,0,0,0,0,0,1,0,1,2,84.75,0,1.0
0,0,1,1,52,1,1,2,0,0,0,0,0,0,2,0,3,23.05,0,4.0
1,0,1,0,55,1,1,1,0,0,1,1,1,1,1,1,2,104.15,1,4.0
0,0,0,0,65,0,0,0,1,0,1,1,1,1,2,0,1,59.95,0,5.0
0,0,1,1,72,1,0,2,0,0,0,0,0,0,2,0,0,19.55,0,5.0
1,0,1,0,10,1,0,2,0,0,0,0,0,0,1,0,0,19.6,0,0.0
0,0,0,1,7,1,0,2,0,0,0,0,0,0,1,0,3,20.05,0,0.0
1,1,0,0,5,1,0,1,0,1,0,0,0,1,0,1,2,85.55,0,0.0
0,0,1,1,24,1,1,0,1,0,1,0,1,1,2,0,1,78.6,0,1.0
0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,1,116.8,0,5.0
1,0,0,0,21,0,0,0,1,0,0,1,1,0,0,1,3,43.55,0,1.0
1,0,1,0,69,0,0,0,0,1,1,1,1,1,1,1,1,60.8,0,5.0
1,0,1,1,44,1,0,0,0,1,0,1,0,0,0,1,0,54.9,0,3.0
0,1,1,1,61,1,1,0,0,0,1,0,1,0,1,1,2,65.2,0,5.0
1,1,0,0,24,1,1,1,0,1,1,0,1,1,0,1,1,102.95,1,1.0
0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,2,90.6,1,0.0
0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1,0,50.8,1,0.0
1,0,0,0,4,1,1,1,0,1,0,0,0,1,0,1,2,90.05,1,0.0
1,0,1,0,72,1,1,1,0,1,1,1,1,1,2,1,2,108.2,0,5.0
1,0,0,0,72,1,1,0,1,1,1,1,1,1,2,0,0,92.0,0,5.0
1,1,1,0,14,1,1,1,0,0,0,0,0,0,0,1,2,75.1,0,1.0
1,0,0,0,7,1,1,2,0,0,0,0,0,0,0,1,0,25.05,0,0.0
0,0,0,0,48,1,0,1,0,1,0,0,0,0,1,0,2,75.15,0,3.0
1,0,1,1,55,1,0,2,0,0,0,0,0,0,1,0,3,19.5,0,4.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,19.3,0,0.0
1,0,0,0,45,1,0,1,1,1,1,1,1,1,1,0,1,112.2,0,3.0
